Block,Row,Table,Panel,Seriel,"V oc","I sc","V mppt","I mppt",Maxpower,Fillfactor
1,3,5,5,148P606022061802,37.947,8.979,30.789,8.454,260.29,0.764
1,3,5,6,148P606022048227,38.083,8.933,30.902,8.41,259.905,0.764
1,3,5,7,148P606022049111,37.992,8.97,30.837,8.423,259.742,0.762
1,3,5,8,148P606022050435,38.156,8.994,30.923,8.48,262.236,0.764
1,3,5,9,148P606022043368,38.125,9.008,30.793,8.449,260.172,0.758
1,3,5,10,147P606022291038,38.076,9.013,30.874,8.459,261.16,0.761
1,3,5,11,148P606022042181,38.051,8.984,30.906,8.435,260.704,0.763
1,3,5,12,147P606022291043,37.976,8.999,30.923,8.471,261.95,0.766
1,3,5,13,148P606022063441,38.002,8.953,30.809,8.43,259.721,0.763
1,3,5,14,147P606022288884,38.019,9.018,30.767,8.47,260.596,0.76
1,3,5,15,148P606022063582,37.961,9.016,30.74,8.475,260.534,0.761
1,3,5,16,148P606022050414,38.166,8.976,30.906,8.491,262.409,0.766
1,3,5,17,148P606022063506,37.965,8.988,30.709,8.443,259.269,0.76
1,3,5,18,148P606022049126,37.925,8.974,30.8,8.459,260.536,0.766
1,3,5,19,148P606022064626,37.98,9.043,30.731,8.489,260.89,0.76
1,3,5,20,148P606022050907,38.038,9.027,30.78,8.498,261.569,0.762
1,3,5,21,148P606022064122,37.931,8.951,30.75,8.419,258.873,0.762
1,3,5,22,148P606022051312,38.004,9.004,30.853,8.486,261.813,0.765
1,3,5,23,148P606022065598,38.13,8.974,30.893,8.456,261.222,0.763
1,3,5,24,148P606022051318,38.023,8.992,30.872,8.471,261.507,0.765
1,3,5,25,148P606022003353,37.993,9.015,30.842,8.487,261.743,0.764
1,3,5,26,148P606022050859,38.185,8.968,30.922,8.43,260.668,0.761
1,3,5,27,148P606022065015,38.022,8.958,30.85,8.45,260.693,0.765
1,3,5,28,148P606022051030,38.147,9.042,30.9,8.497,262.568,0.761
1,3,5,29,148P606022064271,37.967,8.972,30.816,8.448,260.347,0.764
1,3,5,30,148P606022050674,38.134,8.984,30.84,8.426,259.844,0.758
1,3,5,31,148P606022064275,37.932,8.965,30.78,8.453,260.197,0.765
1,3,5,32,148P606022050779,38.143,8.985,30.81,8.428,259.662,0.758
1,3,5,33,148P606022064991,38.029,8.969,30.783,8.467,260.631,0.764
1,3,5,34,148P606022050677,38.132,8.963,30.937,8.406,260.045,0.761
1,3,5,35,148P606022064846,37.966,8.994,30.827,8.466,260.969,0.764
1,3,5,36,148P606022050682,38.141,8.958,30.901,8.421,260.203,0.762
1,3,5,37,148P606022064849,37.978,8.991,30.838,8.478,261.446,0.766
1,3,5,38,148P606022050875,38.111,8.936,30.885,8.406,259.606,0.762
1,3,5,39,148P606022065552,38.206,9.01,30.972,8.483,262.739,0.763
1,3,5,40,148P606022050802,37.952,8.985,30.734,8.437,259.302,0.76
1,3,6,1,147P606022269081,38.026,8.971,30.779,8.429,259.43,0.761
1,3,6,2,148P606022064125,37.903,8.975,30.745,8.464,260.242,0.765
1,3,6,3,148P606022051928,37.934,8.989,30.814,8.444,260.187,0.763
1,3,6,4,148P606022060536,37.984,8.947,30.85,8.42,259.766,0.764
1,3,6,5,148P606022064773,37.993,9.005,30.788,8.492,261.458,0.764
1,3,6,6,148P606022052965,38.031,8.968,30.825,8.454,260.609,0.764
1,3,6,7,148P606022052088,37.962,8.991,30.869,8.449,260.821,0.764
1,3,6,8,148P606022052290,38.006,9.008,30.849,8.459,260.953,0.762
1,3,6,9,148P606022064761,38.017,9.003,30.822,8.479,261.349,0.764
1,3,6,10,148P606022053083,38.051,8.968,30.807,8.452,260.38,0.763
1,3,6,11,147P606022291941,,,,,,
1,3,6,12,148P606022053202,38.031,8.968,30.899,8.438,260.727,0.765
1,3,6,13,147P606022293255,,,,,,
1,3,6,14,148P606022053200,38.022,8.985,30.805,8.427,259.591,0.76
1,3,6,15,148P606022063618,37.946,8.978,30.707,8.458,259.706,0.762
1,3,6,16,148P606022053111,38.036,8.981,30.865,8.469,261.406,0.765
1,3,6,17,148P606022047031,38.058,8.947,30.859,8.439,260.413,0.765
1,3,6,18,148P606022014780,37.897,9.012,30.724,8.465,260.07,0.762
1,3,6,19,147P606022292816,,,,,,
1,3,6,20,148P606022014751,37.934,9.006,30.766,8.479,260.862,0.764
1,3,6,21,147P606022291756,,,,,,
1,3,6,22,148P606022014896,37.874,8.951,30.712,8.432,258.973,0.764
1,3,6,23,147P606022293568,,,,,,
1,3,6,24,148P606022064148,37.878,8.959,30.754,8.426,259.129,0.764
1,3,6,25,147P606022293570,,,,,,
1,3,6,26,147P606022292916,,,,,,
1,3,6,27,147P606022293456,,,,,,
1,3,6,28,148P606022014874,37.854,8.957,30.718,8.446,259.441,0.765
1,3,6,29,147P606022291935,,,,,,
1,3,6,30,148P606022055031,38.121,9.004,30.895,8.477,261.883,0.763
1,3,6,31,147P606022291933,,,,,,
1,3,6,32,148P606022053069,37.945,8.978,30.829,8.448,260.45,0.765
1,3,6,33,147P606022291929,,,,,,
1,3,6,34,148P606022063736,37.989,8.98,30.784,8.461,260.472,0.764
1,3,6,35,147P606022292052,,,,,,
1,3,6,36,148P606022051883,37.993,8.94,30.828,8.414,259.374,0.764
1,3,6,37,147P606022293285,,,,,,
1,3,6,38,148P606022064612,37.925,9.053,30.707,8.497,260.908,0.76
1,3,6,39,148P606022003306,38.029,8.999,30.793,8.466,260.695,0.762
1,3,6,40,148P606022064640,37.976,9.048,30.786,8.5,261.68,0.762
1,3,7,1,148P606022054106,38.133,9.02,30.869,8.484,261.889,0.761
1,3,7,2,148P606022003782,37.968,8.995,30.862,8.471,261.419,0.765
1,3,7,3,148P606022054297,37.966,8.948,30.866,8.429,260.17,0.766
1,3,7,4,148P606022003400,38.026,9.002,30.772,8.473,260.742,0.762
1,3,7,5,148P606022054159,38.045,8.982,30.856,8.456,260.906,0.764
1,3,7,6,148P606022003716,37.951,8.989,30.869,8.472,261.52,0.767
1,3,7,7,148P606022053814,37.958,8.964,30.805,8.457,260.536,0.766
1,3,7,8,148P606022003719,37.919,9.026,30.718,8.489,260.772,0.762
1,3,7,9,148P606022053862,37.962,8.993,30.809,8.48,261.248,0.765
1,3,7,10,148P606022003175,38.021,9.023,30.786,8.479,261.033,0.761
1,3,7,11,148P606022053820,38.039,8.982,30.855,8.459,261.002,0.764
1,3,7,12,148P606022003802,37.963,9.015,30.865,8.483,261.817,0.765
1,3,7,13,148P606022054640,38.092,8.993,30.899,8.451,261.113,0.762
1,3,7,14,148P606022002507,37.903,9.002,30.763,8.461,260.287,0.763
1,3,7,15,148P606022051674,38.008,8.958,30.806,8.454,260.424,0.765
1,3,7,16,148P606022002502,37.887,8.966,30.768,8.462,260.36,0.766
1,3,7,17,148P606022049992,38.105,8.97,30.975,8.465,262.199,0.767
1,3,7,18,148P606022002503,37.915,8.969,30.747,8.451,259.836,0.764
1,3,7,19,148P606022049774,38.141,8.965,30.96,8.447,261.524,0.765
1,3,7,20,148P606022002321,38.073,8.998,30.807,8.464,260.737,0.761
1,3,7,21,148P606022052621,38.038,8.977,30.893,8.446,260.91,0.764
1,3,7,22,148P606022054549,38.092,8.97,30.847,8.452,260.733,0.763
1,3,7,23,148P606022051689,38.048,8.957,30.822,8.442,260.194,0.764
1,3,7,24,148P606022054490,37.928,8.94,30.804,8.431,259.7,0.766
1,3,7,25,148P606022052622,38.091,9.019,30.914,8.494,262.59,0.764
1,3,7,26,148P606022054710,37.957,8.995,30.854,8.464,261.149,0.765
1,3,7,27,148P606022052618,38.075,8.977,30.912,8.454,261.321,0.765
1,3,7,28,148P606022053865,38.146,8.987,30.88,8.43,260.312,0.759
1,3,7,29,148P606022051849,38.014,8.998,30.858,8.486,261.851,0.766
1,3,7,30,148P606022053855,37.975,8.96,30.741,8.444,259.575,0.763
1,3,7,31,148P606022051784,38.077,8.993,30.791,8.49,261.405,0.763
1,3,7,32,148P606022054487,37.806,8.963,30.679,8.46,259.549,0.766
1,3,7,33,148P606022052579,38.147,9.031,30.958,8.5,263.136,0.764
1,3,7,34,148P606022052383,38.072,8.963,30.883,8.45,260.962,0.765
1,3,7,35,148P606022051834,38.096,8.988,30.931,8.446,261.241,0.763
1,3,7,36,148P606022052597,38,8.987,30.88,8.483,261.949,0.767
1,3,7,37,148P606022052612,38.086,8.98,30.854,8.454,260.832,0.763
1,3,7,38,148P606022050273,38.046,8.984,30.909,8.438,260.81,0.763
1,3,7,39,148P606022051835,38.147,8.976,30.946,8.441,261.204,0.763
1,3,7,40,148P606022049780,38.094,8.963,30.843,8.421,259.745,0.761
1,3,8,1,148P606022052619,38.113,8.976,30.867,8.46,261.141,0.763
1,3,8,2,148P606022027017,38.006,9.009,30.86,8.499,262.278,0.766
1,3,8,3,148P606022054334,38.047,8.939,31.018,8.44,261.805,0.77
1,3,8,4,148P606022026850,38.063,9.009,30.793,8.462,260.583,0.76
1,3,8,5,148P606022054451,37.965,8.97,30.805,8.43,259.686,0.763
1,3,8,6,148P606022028086,38.004,8.944,30.786,8.415,259.063,0.762
1,3,8,7,148P606022054564,38.054,8.925,30.986,8.425,261.061,0.769
1,3,8,8,148P606022028712,38.143,9.022,30.931,8.485,262.436,0.763
1,3,8,9,148P606022054530,38.031,8.995,30.905,8.468,261.713,0.765
1,3,8,10,148P606022028226,37.958,8.957,30.681,8.433,258.727,0.761
1,3,8,11,148P606022054595,38.009,8.944,30.954,8.44,261.253,0.768
1,3,8,12,148P606022027973,38.002,9.042,30.8,8.498,261.747,0.762
1,3,8,13,148P606022054529,38.041,8.983,30.911,8.46,261.505,0.765
1,3,8,14,148P606022028260,38.111,8.993,30.867,8.446,260.7,0.761
1,3,8,15,148P606022028547,38.078,9,30.848,8.458,260.902,0.761
1,3,8,16,148P606022028652,38.122,9.02,30.768,8.459,260.255,0.757
1,3,8,17,148P606022028225,37.98,8.969,30.643,8.462,259.289,0.761
1,3,8,18,148P606022028543,37.97,9.036,30.772,8.496,261.449,0.762
1,3,8,19,148P606022027948,38.081,9.008,30.855,8.49,261.977,0.764
1,3,8,20,148P606022028555,37.975,9.023,30.808,8.49,261.547,0.763
1,3,8,21,148P606022028552,38.052,9.054,30.888,8.483,262.017,0.761
1,3,8,22,148P606022027861,38.008,9.032,30.855,8.492,262.034,0.763
1,3,8,23,148P606022028584,38.002,9.012,30.718,8.488,260.729,0.761
1,3,8,24,148P606022026780,38.134,9.008,30.909,8.486,262.303,0.764
1,3,8,25,148P606022028650,37.988,9.004,30.647,8.475,259.725,0.759
1,3,8,26,148P606022028177,37.939,8.954,30.746,8.439,259.474,0.764
1,3,8,27,148P606022027815,38.211,9.003,30.936,8.468,261.968,0.761
1,3,8,28,148P606022024187,38.131,9.016,30.846,8.448,260.579,0.758
1,3,8,29,148P606022026867,38.023,9.007,30.881,8.497,262.391,0.766
1,3,8,30,148P606022027868,38.041,8.992,30.86,8.482,261.764,0.765
1,3,8,31,148P606022026855,38.012,9.04,30.769,8.495,261.39,0.761
1,3,8,32,148P606022052258,38.076,8.953,30.941,8.448,261.402,0.767
1,3,8,33,148P606022002310,38.065,9.023,30.853,8.478,261.565,0.762
1,3,8,34,148P606022054568,38.116,8.971,31.054,8.456,262.585,0.768
1,3,8,35,147P606022079879,38.249,9.07,31.06,8.488,263.639,0.76
1,3,8,36,148P606022051673,38.04,8.974,30.843,8.438,260.242,0.762
1,3,8,37,147P606022080224,38.13,9.034,31.016,8.475,262.864,0.763
1,3,8,38,148P606022052581,38.065,9.013,30.96,8.484,262.669,0.766
1,3,8,39,147P606022080137,38.256,9.048,31.106,8.47,263.48,0.761
1,3,8,40,148P606022052574,38.118,9.012,31.008,8.497,263.483,0.767
1,4,1,1,147P606021062727,38.307,9.082,31.159,8.525,265.624,0.763
1,4,1,2,147P606021057849,37.721,9.016,30.435,8.545,260.079,0.765
1,4,1,3,147P606021061058,38.288,9.067,31.195,8.519,265.741,0.765
1,4,1,4,147P606021058045,37.487,9.038,30.297,8.555,259.194,0.765
1,4,1,5,147P606021061038,38.306,9.055,31.214,8.524,266.066,0.767
1,4,1,6,147P606021059310,38.15,8.964,30.758,8.502,261.497,0.765
1,4,1,7,148P606022027062,37.936,9.021,30.795,8.519,262.347,0.767
1,4,1,8,147P606021057848,37.515,9.032,30.291,8.555,259.147,0.765
1,4,1,9,148P606022026965,37.98,9.038,30.837,8.505,262.28,0.764
1,4,1,10,147P606021058138,37.542,9.037,30.091,8.586,258.353,0.761
1,4,1,11,148P606022027066,38.003,9.035,30.859,8.511,262.645,0.765
1,4,1,12,147P606021059229,37.554,9.074,30.284,8.55,258.937,0.76
1,4,1,13,148P606022026742,37.993,9.017,30.861,8.501,262.358,0.766
1,4,1,14,147P606021059458,37.554,9.025,30.101,8.545,257.214,0.759
1,4,1,15,147P606021062561,38.313,9.122,31.138,8.517,265.201,0.759
1,4,1,16,147P606021059349,37.764,9.062,30.642,8.504,260.587,0.761
1,4,1,17,147P606021065611,38.025,9.012,30.755,8.504,261.53,0.763
1,4,1,18,147P606021059214,37.683,9.08,30.251,8.525,257.877,0.754
1,4,1,19,148P606022026864,38.052,9.026,30.857,8.501,262.306,0.764
1,4,1,20,147P606021058012,37.666,9.062,30.238,8.505,257.172,0.753
1,4,1,21,147P606021065493,38.019,8.965,30.485,8.543,260.422,0.764
1,4,1,22,147P606021058049,38.118,8.949,30.568,8.527,260.656,0.764
1,4,1,23,147P606021065789,38.026,8.982,30.512,8.52,259.954,0.761
1,4,1,24,147P606021058017,37.668,9.013,30.587,8.505,260.136,0.766
1,4,1,25,147P606021062710,37.864,9.041,30.226,8.548,258.367,0.755
1,4,1,26,147P606021058125,37.678,9.049,30.632,8.55,261.914,0.768
1,4,1,27,147P606021065620,38.158,9.03,30.567,8.548,261.283,0.758
1,4,1,28,147P606021057499,37.789,9.044,30.638,8.56,262.27,0.767
1,4,1,29,147P606021062670,38.074,8.999,30.591,8.532,260.987,0.762
1,4,1,30,147P606021059230,38.06,8.998,30.568,8.532,260.814,0.762
1,4,1,31,147P606021065536,38.039,9.003,30.567,8.523,260.516,0.761
1,4,1,32,147P606021059225,37.708,9.045,30.436,8.566,260.699,0.764
1,4,1,33,147P606021065842,38.038,8.981,30.561,8.513,260.162,0.762
1,4,1,34,147P606021058001,38.194,8.939,30.764,8.507,261.699,0.766
1,4,1,35,147P606021066097,38.079,8.986,30.754,8.523,262.119,0.766
1,4,1,36,147P606021059351,37.778,9.033,30.252,8.58,259.573,0.761
1,4,1,37,147P606021065660,38.197,8.976,30.544,8.564,261.571,0.763
1,4,1,38,147P606021059084,37.733,9.047,30.258,8.545,258.545,0.757
1,4,1,39,147P606021061241,38.129,9.042,30.606,8.564,262.093,0.76
1,4,1,40,147P606021065631,38.063,8.976,30.584,8.548,261.423,0.765
1,4,2,1,147P606021063805,37.986,9.034,30.888,8.472,261.682,0.763
1,4,2,2,147P606022286594,38.129,8.964,31.034,8.433,261.717,0.766
1,4,2,3,147P606022271086,38.001,9.019,30.729,8.463,260.058,0.759
1,4,2,4,147P606022288196,37.903,9.018,30.763,8.452,260.016,0.761
1,4,2,5,147P606022292474,37.975,9.021,30.875,8.49,262.138,0.765
1,4,2,6,148P606022033605,37.869,8.981,30.71,8.463,259.911,0.764
1,4,2,7,147P606021065627,38.101,8.978,30.557,8.524,260.459,0.761
1,4,2,8,148P606022036065,37.908,8.998,30.734,8.468,260.263,0.763
1,4,2,9,147P606022292470,37.913,9.03,30.871,8.477,261.702,0.764
1,4,2,10,148P606022036045,37.949,8.977,30.823,8.461,260.78,0.766
1,4,2,11,147P606022292478,37.934,9.013,30.85,8.463,261.09,0.764
1,4,2,12,148P606022036223,37.825,8.974,30.693,8.467,259.862,0.766
1,4,2,13,147P606022292495,37.879,8.993,30.796,8.46,260.535,0.765
1,4,2,14,147P606022286705,37.946,9.066,30.758,8.494,261.271,0.759
1,4,2,15,147P606022292477,37.925,9.013,30.863,8.476,261.587,0.765
1,4,2,16,147P606022288383,38.005,8.993,30.89,8.456,261.212,0.764
1,4,2,17,147P606022292469,37.829,9.003,30.763,8.472,260.613,0.765
1,4,2,18,147P606022286707,37.905,9.042,30.777,8.468,260.62,0.76
1,4,2,19,147P606022292476,37.847,9,30.751,8.473,260.56,0.765
1,4,2,20,147P606022288194,37.908,9,30.837,8.46,260.873,0.765
1,4,2,21,147P606022292482,37.935,8.991,30.848,8.455,260.83,0.765
1,4,2,22,147P606022286724,38.055,9.055,30.912,8.486,262.322,0.761
1,4,2,23,147P606022292480,37.941,9.001,30.844,8.468,261.185,0.765
1,4,2,24,147P606021060680,38.331,9.017,31.218,8.476,264.59,0.766
1,4,2,25,147P606022288777,38.089,9.073,30.924,8.488,262.487,0.76
1,4,2,26,147P606021062522,38.313,8.984,31.255,8.458,264.344,0.768
1,4,2,27,147P606021062852,38.015,9.042,30.854,8.492,262.007,0.762
1,4,2,28,147P606022288377,38.028,9.024,30.937,8.482,262.399,0.765
1,4,2,29,147P606021049831,,,,,,
1,4,2,30,147P606022286895,37.98,8.985,30.808,8.441,260.039,0.762
1,4,2,31,147P606021061665,38.103,9.007,30.976,8.462,262.126,0.764
1,4,2,32,147P606022286235,38.022,9.039,30.886,8.45,261.003,0.759
1,4,2,33,147P606021049816,38.01,8.979,30.83,8.432,259.946,0.762
1,4,2,34,147P606022286873,38.018,8.994,30.91,8.439,260.832,0.763
1,4,2,35,147P606022288231,37.951,9.008,30.911,8.463,261.607,0.765
1,4,2,36,147P606022288216,37.944,9.013,30.86,8.474,261.493,0.765
1,4,2,37,147P606021062757,37.932,9.04,30.823,8.479,261.345,0.762
1,4,2,38,147P606022288928,38.006,9.006,30.702,8.468,260,0.76
1,4,2,39,147P606022292488,37.903,8.986,30.803,8.448,260.236,0.764
1,4,2,40,147P606021058466,38.166,9.043,30.928,8.475,262.108,0.759
